,Algaater
231,50
232,0
233,0
234,50
235,-6
236,50
237,-8
238,50
239,-10
240,0
241,-4
242,50
243,50
244,-10
245,50
246,50
247,-6
248,-2
249,0
250,-4
251,-6
252,50
253,50
254,-6
255,2
256,50
257,-6
258,50
259,50
260,50
261,12
262,50
263,0
264,50
265,-6
266,2
267,50
268,50
269,-4
270,-2
271,50
272,50
273,-2
274,50
275,-8
276,50
277,-2
278,-6
279,0
280,4
281,2
282,50
283,2
284,0
285,50
286,-6
287,-6
288,-4
289,0
290,50
291,-2
292,50
293,-2
294,50
295,-6
296,50
297,50
298,-2
299,50
300,50
301,50
302,50
303,50
304,50
305,-4
306,50
307,-6
308,50
309,50
310,50
311,2
312,50
313,50
314,-6
315,-4
316,50
317,50
318,-2
319,50
320,50
321,4
322,-4
323,50
324,50
325,-8
326,50
327,-6
328,50
329,-4
330,50
331,-4
332,50
333,50
334,2
335,-4
336,50
337,50
338,50
339,-4
340,-4
341,50
342,-8
343,50
344,-8
345,-6
346,-4
347,50
348,50
349,50
350,50
351,-6
352,-6
353,0
354,-8
355,50
356,50
357,-6
358,-6
359,-8
360,50
361,50
362,2
363,-2
364,50
365,50
366,50
367,-6
368,50
369,50
370,50
371,50
372,-6
373,2
374,50
375,50
376,-6
377,50
378,-6
379,50
380,2
381,50
382,50
383,-4
384,50
385,-4
386,-4
387,-6
388,50
389,0
390,-8
391,-6
392,50
393,2
394,50
395,-2
396,50
397,0
398,50
399,-6
400,50
401,-4
402,50
403,-8
404,50
405,-6
406,-4
407,-2
408,50
409,0
410,50
411,-4
412,50
413,2
414,-2
415,-8
416,2
417,50
418,-6
419,50
420,-6
421,50
422,50
423,50
424,2
425,-6
426,-8
427,50
428,50
429,50
430,50
431,-4
432,-6
433,50
434,-4
435,50
436,-6
437,-2
438,50
439,50
440,-2
441,50
442,-4
443,50
444,2
445,50
446,-4
447,50
448,50
449,50
450,50
451,-4
452,50
453,50
454,-6
455,-2
456,50
457,50
458,4
459,-6
460,50
461,-4
462,50
463,50
464,50
465,0
466,50
467,-2
468,-10
469,2
470,50
471,50
472,-6
473,-6
474,50
475,8
476,0
477,-4
478,-4
479,-6
480,50
481,50
482,50
483,50
484,50
485,50
486,-4
487,-4
488,-2
489,50
490,50
491,50
492,50
493,-2
494,-2
495,50
496,50
497,-6
498,6
499,50
500,50
501,50
502,50
503,50
504,50
505,50
506,50
507,50
508,50
509,50
510,50
511,50
512,50
513,50
514,50
515,50
516,50
517,50
518,50
519,50
520,50
521,50
522,50
523,50
524,50
525,50
526,50
527,50
528,50
529,50
530,50
531,50
532,50
533,50
534,50
535,50
536,50
537,50
538,50
539,50
540,50
541,50
542,50
543,50
544,50
545,50
546,50
547,50
548,50
549,50
550,50
551,50
552,50
553,50
554,50
555,50
556,50
557,50
558,50
559,50
560,50
561,50
562,50
563,50
564,50
565,50
566,50
567,50
568,50
569,50
570,50
571,50
572,50
573,50
574,50
575,50
576,50
577,50
578,50
579,50
580,50
581,50
582,50
583,50
584,50
585,50
586,50
587,50
588,50
589,50
590,50
591,50
592,50
593,50
594,50
595,50
596,50
597,50
598,50
599,50
600,50
601,50
602,50
603,50
604,50
605,50
606,50
607,50
608,50
609,50
610,50
611,50
612,50
613,50
614,50
615,50
616,50
617,50
618,50
619,50
620,50
621,50
622,50
623,50
624,50
625,50
626,50
627,50
628,50
629,50
630,50
631,50
632,50
633,50
634,50
635,50
636,50
637,50
638,50
639,50
640,50
641,50
642,50
643,50
644,50
645,50
646,50
647,50
648,50
649,50
650,50
651,50
652,50
653,50
654,50
655,50
656,50
657,50
658,50
659,50
660,50
661,50
662,50
663,50
664,50
665,50
666,50
667,50
668,50
669,50
670,50
671,50
672,50
673,50
674,50
675,50
676,50
677,50
678,50
679,50
680,50
681,50
682,50
683,50
684,50
685,50
686,50
687,50
688,50
689,50
690,50
691,50
692,50
693,50
694,50
695,50
696,50
697,50
698,50
699,50
700,50
701,50
702,50
703,50
704,50
705,50
706,50
707,50
708,50
709,50
710,50
711,50
712,50
713,50
714,50
715,50
716,50
717,50
718,50
719,50
720,50
721,50
722,50
723,50
724,50
725,50
726,50
727,50
728,50
729,50
730,50
731,50
732,50
733,50
734,50
735,50
736,50
737,50
738,50
739,50
740,50
741,50
742,50
743,50
744,50
745,50
746,50
747,50
748,50
749,50
750,50
751,50
752,50
753,50
754,50
755,50
756,50
757,50
758,50
759,50
760,50
761,50
762,50
763,50
764,50
765,50
766,50
767,50
768,50
769,50
770,50
771,50
772,50
773,50
774,50
775,50
776,50
777,50
778,50
779,50
780,50
781,50
782,50
783,50
784,50
785,50
786,50
787,50
788,50
789,50
790,50
791,50
792,50
793,50
794,50
795,50
796,50
797,50
798,50
799,50
800,50
801,50
802,50
803,50
804,50
805,50
806,50
807,50
808,50
809,50
810,50
811,50
812,50
813,50
814,50
815,50
816,50
817,50
818,50
819,50
820,50
821,50
822,50
823,50
824,50
825,50
826,50
827,50
828,50
829,50
830,50
831,50
832,50
833,50
834,50
835,50
836,50
837,50
838,50
839,50
840,50
841,50
842,50
843,50
844,50
845,50
846,50
847,50
848,50
849,50
850,50
851,50
852,50
853,50
854,50
855,50
856,50
857,50
858,50
859,50
860,50
861,50
862,50
863,50
864,50
865,50
866,50
867,50
868,50
869,50
870,50
871,50
872,50
873,50
874,50
875,50
876,50
877,50
878,50
879,50
880,50
881,50
882,50
883,50
884,50
885,50
886,50
887,50
888,50
889,50
890,50
891,50
892,50
893,50
894,50
895,50
896,50
897,50
898,50
899,50
900,50
901,50
902,50
903,50
904,50
905,50
906,50
907,50
908,50
909,50
910,50
911,50
912,50
913,50
914,50
915,50
916,50
917,50
918,50
919,50
920,50
921,50
922,50
923,50
924,50
925,50
926,50
927,50
928,50
929,50
930,50
931,50
932,50
933,50
934,50
935,50
936,50
937,50
938,50
939,50
940,50
941,50
942,50
943,50
944,50
945,50
946,50
947,50
948,50
949,50
950,50
951,50
952,50
953,50
954,50
955,50
956,50
957,50
958,50
959,50
960,50
961,50
962,50
963,50
964,50
965,50
966,50
967,50
968,50
969,50
970,50
971,50
972,50
973,50
974,50
975,50
976,50
977,50
978,50
979,50
980,50
981,50
982,50
983,50
984,50
985,50
986,50
987,50
988,50
989,50
990,50
991,50
992,50
993,50
994,50
995,50
996,50
997,50
998,50
999,50
1000,50
1001,50
1002,50
1003,50
1004,50
1005,50
1006,50
1007,50
1008,50
1009,50
1010,50
1011,50
1012,50
1013,50
1014,50
1015,50
1016,50
1017,50
1018,50
1019,50
1020,50
1021,50
1022,50
1023,50
1024,50
1025,50
1026,50
1027,50
1028,50
1029,50
1030,50
1031,50
1032,50
1033,50
1034,50
1035,50
1036,50
1037,50
1038,50
1039,50
1040,50
1041,50
1042,50
1043,50
1044,50
1045,50
1046,50
1047,50
1048,50
1049,50
1050,50
1051,50
1052,50
1053,50
1054,50
1055,50
1056,50
1057,50
1058,50
1059,50
1060,50
1061,50
1062,50
1063,50
1064,50
1065,50
1066,50
1067,50
1068,50
1069,50
1070,50
1071,50
1072,50
1073,50
1074,50
1075,50
1076,50
1077,50
1078,50
1079,50
1080,50
1081,50
1082,50
1083,50
1084,50
1085,50
1086,50
1087,50
1088,50
1089,50
1090,50
1091,50
1092,50
1093,50
1094,50
1095,50
1096,50
1097,50
1098,50
1099,50
1100,50
1101,50
1102,50
1103,50
1104,50
1105,50
1106,50
1107,50
1108,50
1109,50
1110,50
1111,50
1112,50
1113,50
1114,50
1115,50
1116,50
1117,50
1118,50
1119,50
1120,50
1121,50
1122,50
1123,50
1124,50
1125,50
1126,50
1127,50
1128,50
1129,50
1130,50
1131,50
1132,50
1133,50
1134,50
1135,50
1136,50
1137,50
1138,50
1139,50
1140,50
1141,50
1142,50
1143,50
1144,50
1145,50
1146,50
1147,50
1148,50
1149,50
1150,50
1151,50
1152,50
1153,50
1154,50
1155,50
1156,50
1157,50
1158,50
1159,50
1160,50
1161,50
1162,50
1163,50
1164,50
1165,50
1166,50
1167,50
1168,50
1169,50
1170,50
1171,50
1172,50
1173,50
1174,50
1175,50
1176,50
1177,50
1178,50
1179,50
1180,50
1181,50
1182,50
1183,50
1184,50
1185,50
1186,50
1187,50
1188,50
1189,50
1190,50
1191,50
1192,50
1193,50
1194,50
1195,50
1196,50
1197,50
1198,50
1199,50
1200,50
1201,50
1202,50
1203,50
1204,50
1205,50
1206,50
1207,50
1208,50
1209,50
1210,50
1211,50
1212,50
1213,50
1214,50
1215,50
1216,50
1217,50
1218,50
1219,50
1220,50
1221,50
1222,50
1223,50
1224,50
1225,50
1226,50
1227,50
1228,50
1229,50
1230,50
1231,50
1232,50
1233,50
1234,50
1235,50
1236,50
1237,50
1238,50
1239,50
1240,50
1241,50
1242,50
1243,50
1244,50
1245,50
1246,50
1247,50
1248,50
1249,50
1250,50
1251,50
1252,50
1253,50
1254,50
1255,50
1256,50
1257,50
1258,50
1259,50
1260,50
1261,50
1262,50
1263,50
1264,50
1265,50
1266,50
1267,50
1268,50
1269,50
1270,50
1271,50
1272,50
1273,50
1274,50
1275,50
1276,50
1277,50
1278,50
1279,50
1280,50
1281,50
1282,50
1283,50
1284,50
1285,50
1286,50
1287,50
1288,50
1289,50
1290,50
1291,50
1292,50
1293,50
1294,50
1295,50
1296,50
1297,50
1298,50
1299,50
1300,50
1301,50
1302,50
1303,50
1304,50
1305,50
1306,50
1307,50
1308,50
1309,50
1310,50
1311,50
1312,50
1313,50
1314,50
1315,50
1316,50
1317,50
1318,50
1319,50
1320,50
1321,50
1322,50
1323,50
1324,50
1325,50
1326,50
1327,50
1328,50
1329,50
1330,50
1331,50
1332,50
1333,50
1334,50
1335,50
1336,50
1337,50
1338,50
1339,50
1340,50
1341,50
1342,50
1343,50
1344,50
1345,50
1346,50
1347,50
1348,50
1349,50
1350,50
1351,50
1352,50
1353,50
1354,50
1355,50
1356,50
1357,50
1358,50
1359,50
1360,50
1361,50
1362,50
1363,50
1364,50
1365,50
1366,50
1367,50
1368,50
1369,50
1370,50
1371,50
1372,50
1373,50
1374,50
1375,50
1376,50
1377,50
1378,50
1379,50
1380,50
1381,50
1382,50
1383,50
1384,50
1385,50
1386,50
1387,50
1388,50
1389,50
1390,50
1391,50
1392,50
1393,50
1394,50
1395,50
1396,50
1397,50
1398,50
1399,50
1400,50
1401,50
1402,50
1403,50
1404,50
1405,50
1406,50
1407,50
1408,50
1409,50
1410,50
1411,50
1412,50
1413,50
1414,50
1415,50
1416,50
1417,50
1418,50
1419,50
1420,50
1421,50
1422,50
1423,50
1424,50
1425,50
1426,50
1427,50
1428,50
1429,50
1430,50
1431,50
1432,50
1433,50
1434,50
1435,50
1436,50
1437,50
1438,50
1439,50
1440,50
1441,50
1442,50
1443,50
1444,50
1445,50
1446,50
1447,50
1448,50
1449,50
1450,50
1451,50
1452,50
1453,50
1454,50
1455,50
1456,50
1457,50
1458,50
1459,50
1460,50
1461,50
1462,50
1463,50
1464,50
1465,50
1466,50
1467,50
1468,50
1469,50
1470,50
1471,50
1472,50
1473,50
1474,50
1475,50
1476,50
1477,50
1478,50
1479,50
1480,50
1481,50
1482,50
1483,50
1484,50
1485,50
1486,50
1487,50
1488,50
1489,50
1490,50
1491,50
1492,50
1493,50
1494,50
1495,50
1496,50
1497,50
1498,50
1499,50
